@relation ./files/finalDataSetTrimmed.csv
@attribute Pick integer
@attribute Pos { C, SG, FC, G, F, SF, PF, PG, GF }
@attribute HT integer
@attribute WT integer
@attribute Age integer
@attribute League { NCAA, INTERNATIONAL, GLEAGUE }
@attribute GP integer
@attribute GS integer
@attribute MIN real
@attribute FGM real
@attribute FGA real
@attribute FG_percent real
@attribute 3PM real
@attribute 3PA real
@attribute 3P_percent real
@attribute FTM real
@attribute FTA real
@attribute FT_percent real
@attribute OFF real
@attribute DEF real
@attribute TRB real
@attribute AST real
@attribute STL real
@attribute BLK real
@attribute PF real
@attribute TOV real
@attribute PTS real
@attribute TS_percent real
@attribute eFG_percent real
@attribute ORB_percent real
@attribute DRB_percent real
@attribute TRB_percent real
@attribute AST_percent real
@attribute TOV_percent real
@attribute STL_percent real
@attribute BLK_percent real
@attribute USG_percent real
@attribute Total_S_percent real
@attribute PPR real
@attribute PPS real
@attribute ORtg real
@attribute DRtg real
@attribute PER real
@data
61,PF,203,106,22,NCAA,134,108,21.7,3.37,6.79,0.497,0.21,0.44,0.475,4.31,5.9,0.729,2.49,4.05,6.54,0.66,0.63,1.39,3.51,1.96,11.26,0.587,0.512,12.38,21.32,16.73,6.72,16.98,1.66,7.57,25.58,170.07,-6.93,1.66,113.2,91.8,22.47
61,PF,206,99,22,NCAA,126,123,29.3,4.34,8.72,0.498,1.01,2.63,0.384,2.27,3.19,0.711,1.73,3.68,5.41,2.06,0.94,0.63,2.29,1.17,11.96,0.584,0.556,7.23,15.22,11.24,15.03,10.29,1.92,2.58,20.24,159.29,0.72,1.37,121.6,98.5,19.88
61,PF,208,98,22,NCAA,135,105,17.8,1.8,3.07,0.586,0.04,0.1,0.357,0.98,1.53,0.638,2.13,2.8,4.93,0.28,0.35,1.36,2.15,0.72,4.61,0.607,0.592,13.39,16.73,15.1,2.81,15.89,1.12,8.25,12.48,158.04,-2.98,1.5,121.9,98,16.59
61,PG,188,83,23,NCAA,104,67,31.1,4.62,10.47,0.442,2.58,6.38,0.404,2.74,3.06,0.896,0.51,3.61,4.12,1.6,1.09,0.17,1.9,1.35,14.57,0.611,0.565,1.93,13.81,7.84,10.38,10.14,2.08,0.62,22.49,174.15,-0.94,1.39,119.4,100.5,19.32
61,SG,196,97,22,NCAA,121,107,28.8,3.36,7.65,0.438,0.9,2.78,0.324,1.31,1.86,0.702,1.49,2.98,4.46,2.56,2.07,0.76,2.93,1.79,8.92,0.522,0.497,5.76,12.13,8.87,17.69,17.36,4.2,2.89,18.13,146.51,-0.3,1.17,104.9,95.5,16.13
61,PG,188,88,23,NCAA,124,99,31.4,5.28,11.93,0.443,1.12,3.35,0.334,2.07,2.52,0.824,0.81,2.89,3.7,4.12,1.19,0.32,1.99,2.57,13.76,0.524,0.49,3.06,10.11,6.71,28.53,16.39,2.25,1.17,25.8,160.07,0.58,1.15,105.2,102,17.47
61,SG,193,82,22,NCAA,129,102,29.5,4.21,10.53,0.4,1.94,5.46,0.355,2.02,2.29,0.885,0.49,2.15,2.64,3.23,1.02,0.15,1.74,1.51,12.38,0.533,0.492,1.82,8.29,4.99,22.47,11.51,2.03,0.54,22.82,163.94,2.24,1.18,110.1,105.3,16.41
61,PF,208,107,22,NCAA,106,96,28.3,4.82,11.15,0.432,2.29,6.03,0.38,2.61,3.44,0.759,1.52,4.23,5.75,1.79,0.48,0.66,2.47,1.44,14.55,0.569,0.535,6.11,16.22,11.29,12.04,10.14,0.96,2.4,24.75,157.15,-0.86,1.3,116.6,103.3,19.74
61,SG,191,86,21,NCAA,131,97,27.8,4.08,10.31,0.395,2.92,7.44,0.392,1.7,2.17,0.785,0.49,1.48,1.97,1.42,0.86,0.11,1.78,1.27,12.77,0.563,0.537,1.86,6.01,3.87,10.1,10.05,1.72,0.47,21.53,157.23,-1.11,1.24,113.9,108.2,14.73
61,C,206,111,22,NCAA,116,18,14.7,1.36,2.75,0.495,0,0.01,0,1.35,2.31,0.586,1.43,2.48,3.91,0.2,0.29,0.84,1.86,0.68,4.08,0.53,0.495,11.68,17.94,15,2.81,15.04,1.21,6.17,16.17,108.11,-3.94,1.48,108,92.6,15.14
61,SG,191,88,22,NCAA,139,117,32.2,4.55,10.91,0.417,1.24,3.9,0.319,2.46,3.51,0.701,0.55,2.76,3.31,2.52,1.83,0.12,2.06,1.95,12.81,0.509,0.474,2.06,10.41,6.24,16.68,13.42,3.42,0.46,23.56,143.73,-0.88,1.17,102.2,98,15.17
61,G,191,86,22,NCAA,65,63,30.4,4.29,8.88,0.484,1.05,3.23,0.324,1.48,2.11,0.701,0.92,3.15,4.08,1.42,1.69,0.46,1.85,1.26,11.11,0.562,0.542,3.77,11.07,7.65,7.96,11.32,3.19,1.56,18.03,150.81,-1.16,1.25,113,95.6,15.85
61,PG,188,79,22,NCAA,136,96,30.8,3.79,10.06,0.377,1.58,4.76,0.332,2.14,3.28,0.652,0.46,2.78,3.24,4.46,1.38,0.24,1.74,1.76,11.31,0.487,0.456,1.62,10.39,5.89,29.32,13.14,2.76,0.98,22.59,136.2,4.27,1.12,106.4,95.8,16.41
61,SG,188,88,22,NCAA,121,118,35.1,5.63,12.95,0.435,1.65,4.75,0.348,4.55,5.71,0.797,0.55,3.07,3.61,4.52,1.02,0.31,1.71,3.43,17.46,0.557,0.498,1.77,10.19,5.93,27.96,17.96,1.64,0.91,27.25,157.98,-1.16,1.35,105.8,109.8,17.65
61,SG,196,95,22,NCAA,126,125,33.1,6.74,15.04,0.448,3.42,8.55,0.4,3.09,3.6,0.859,0.69,4.09,4.78,2.51,0.97,0.32,2.06,1.94,19.98,0.597,0.562,2.32,14.83,8.33,16.89,10.4,1.68,1.13,27.61,170.69,-0.81,1.33,118.8,108.4,22.5
61,C,206,102,21,NCAA,124,80,21.1,3.1,6.09,0.51,0.77,2.02,0.382,1.38,2.01,0.687,1.76,3.81,5.57,0.79,0.56,1.6,2.01,1.36,8.36,0.594,0.574,9.74,20.09,15.04,7.22,16.21,1.54,8.27,19.93,157.92,-3.98,1.37,113.4,96.3,20.21
61,C,224,122,22,NCAA,122,59,12.1,1.96,3.15,0.622,0,0.02,0,0.59,1.09,0.541,1.16,2.17,3.34,0.13,0.14,1.2,1.9,0.73,4.51,0.615,0.622,11.15,19.97,15.65,2.06,16.6,0.65,11.07,17.62,116.37,-5.21,1.43,113.4,95.6,18.65
61,SG,191,84,22,GLEAGUE,15,1,14.5,2.53,5.67,0.447,1,3.2,0.312,1.2,1.6,0.75,0.87,2.27,3.13,0.47,0.53,0.07,2.13,1.73,8.2,0.644,0.535,6.29,16.49,11.38,5.12,21.39,1.81,0.43,24.44,150.96,-10.1,1.45,93.3,116.3,11.56
61,SF,201,95,22,NCAA,130,81,25.4,2.77,6.08,0.456,1.09,2.89,0.378,1.39,1.97,0.707,1,3.68,4.68,1.98,1.11,0.62,2,1.48,8.02,0.572,0.546,4.75,16.91,10.93,14.7,17.47,2.61,2.62,17.49,154.04,-0.66,1.32,111.2,98.2,16.42
61,SG,196,93,22,NCAA,130,95,30.9,4.82,10.66,0.452,2.1,5.45,0.386,3.58,4.72,0.757,1.78,4.15,5.92,2.45,1.05,0.34,1.88,1.56,15.29,0.592,0.55,6.1,14.1,10.11,14.3,10.79,1.86,1.13,21.87,159.46,0.21,1.43,124.2,100.9,20.83
61,PF,203,109,22,NCAA,141,74,21.1,3.85,8.37,0.46,0.74,2.04,0.361,1.45,2.14,0.675,2.04,4.64,6.68,1.56,0.55,0.48,1.94,1.28,9.89,0.527,0.504,10.41,22.99,16.78,12.73,11.97,1.43,2.5,23.15,149.68,-1.07,1.18,113.5,96.6,19.84
61,G,188,79,21,NCAA,114,112,32.5,6.52,13.86,0.47,2.93,7.75,0.378,4.5,5.39,0.834,0.37,3.88,4.25,2.6,1.1,0.3,1.9,2.6,20.46,0.623,0.576,1.32,13.27,7.43,18.71,13.65,1.9,0.94,29.78,168.22,-2.62,1.48,114.5,107.2,22.84
61,SF,198,113,22,NCAA,133,122,29.3,4.92,9.94,0.495,0.24,1.04,0.232,3.46,5.25,0.659,3.12,6.69,9.81,1.42,0.86,0.97,2.89,2.05,13.55,0.545,0.508,11.53,25.04,18.24,10.69,14.17,1.71,3.38,24.7,138.64,-3.8,1.36,108.8,97.4,21.44
61,F,208,109,22,NCAA,65,63,25.7,5.55,10,0.555,0.02,0.05,0.333,1.32,1.94,0.683,1.63,4.12,5.75,1.26,0.66,1.66,2.82,2,12.45,0.57,0.556,7.89,18.84,13.54,12.42,15.48,1.54,7.71,26.74,157.13,-4.76,1.24,105,97.8,21.13
61,SF,203,92,22,NCAA,132,104,21.8,2.21,4.61,0.479,0.35,1.37,0.254,0.86,2.02,0.429,1.52,3.04,4.56,1.42,0.8,0.93,2.71,1.36,5.64,0.506,0.517,7.77,15.87,11.77,11.89,19.66,2.13,4.55,16.06,116.22,-1.93,1.22,100.1,99,13.11
61,PG,185,86,22,NCAA,136,119,27.7,2.51,5.86,0.429,0.46,1.54,0.3,1.28,1.93,0.662,0.37,2.43,2.79,4.25,1.15,0.1,1.75,1.71,6.77,0.499,0.469,1.51,9.59,5.62,26.31,20.17,2.49,0.41,15.51,139.07,4.2,1.16,106.9,98,12.74
61,SG,193,86,22,NCAA,129,94,23,2.55,5.81,0.439,1.11,3.24,0.342,0.88,1.19,0.74,0.91,1.98,2.88,2.15,0.76,0.29,1.43,1.01,7.09,0.556,0.534,4.28,8.92,6.65,14.18,13.64,1.81,1.36,14.69,152.1,1.76,1.22,118.9,101.4,13.53
61,C,208,113,21,NCAA,88,24,13.6,1.48,2.58,0.573,0,0.08,0,0.84,1.23,0.685,1.36,1.89,3.25,0.4,0.34,1.06,1.65,0.59,3.8,0.6,0.573,11.43,14.37,12.97,4.66,15.74,1.41,7.5,13.2,125.79,-2.35,1.47,122.1,95.9,16.62
61,SF,201,90,20,GLEAGUE,48,43,34,4.85,11.92,0.407,1.52,4.75,0.32,2.25,2.6,0.864,1.73,6.19,7.92,1.96,1.02,0.69,1.98,1.62,14.69,0.562,0.471,5.01,18.88,11.76,8.05,11.06,1.46,1.8,17.91,159.15,-0.95,1.23,107.1,110.9,13.97
61,PF,201,95,20,NCAA,71,71,35.7,4.35,11.72,0.371,1.2,3.9,0.307,3.85,5.23,0.736,2.21,5.99,8.2,1.34,1.07,0.79,2.17,1.94,13.75,0.484,0.422,7.16,18.8,13.07,8.33,12.04,1.83,3.02,23.58,141.41,-3.14,1.17,103.1,96.8,16.15
61,SG,198,90,22,NCAA,63,61,34.9,5.3,13.03,0.407,2.13,5.75,0.37,3.24,3.87,0.836,1.57,4.02,5.59,1.29,0.92,0.73,2.38,1.51,15.97,0.537,0.488,4.88,13.35,8.97,8.17,9.21,1.53,2.58,23.84,161.31,-1.88,1.23,109.7,105.7,17.43
61,C,216,111,19,NCAA,32,31,23.3,4.16,6.84,0.607,0,0,0,1.41,4,0.352,3.38,4.94,8.31,0.28,0.59,1.94,2.34,1.53,9.72,0.556,0.607,15.64,21.11,18.49,2.37,14.9,1.39,8.71,20.7,95.89,-5.45,1.42,107.4,98,21.03
61,C,203,116,21,NCAA,93,92,28,5.31,9.8,0.542,0.03,0.23,0.143,3.48,5.45,0.639,2.11,4.55,6.66,1.76,0.68,0.52,2.48,2.56,14.14,0.571,0.544,8.63,18.05,13.41,12.88,17.12,1.36,1.94,25.97,132.42,-4.85,1.44,107.5,106.3,18.8
61,PG,193,98,20,NCAA,34,33,31.5,5.12,12.65,0.405,1.59,5.18,0.307,4.26,6.09,0.7,1.29,2.97,4.26,2.32,1.53,0.21,3,2.91,16.09,0.518,0.467,4.48,10.09,7.31,15.07,15.78,2.67,0.8,27.88,141.2,-4.15,1.27,101.8,100.1,15.98
61,PG,183,79,21,NCAA,106,104,29.5,3.75,9.78,0.384,2.01,5.6,0.359,3.94,4.98,0.792,0.34,1.95,2.29,4.81,1.15,0.05,1.79,2.04,13.46,0.554,0.486,1.25,7.51,4.3,29.96,14.36,2.17,0.19,22.83,153.41,3.83,1.38,118.1,105.5,17.97
61,PF,203,98,20,NCAA,31,30,30.2,4.9,10.71,0.458,0.39,1.71,0.226,2.94,4.1,0.717,2.58,5.03,7.61,1.52,0.61,0.65,2.19,2.55,13.13,0.519,0.476,9.06,19.51,14.03,12.28,16.76,1.19,2.5,24.66,140.08,-5.16,1.23,102.1,107.7,17.32
61,SF,201,93,20,NCAA,31,28,30.4,4.77,10.97,0.435,1.9,4.94,0.386,2,2.55,0.785,1.32,4.19,5.52,1.29,0.87,0.23,2.48,2.06,13.45,0.552,0.522,5.43,16.98,11.25,9.13,14.5,1.79,1.03,25.4,160.57,-4.3,1.23,106.2,96,17.07
61,G,196,95,23,NCAA,133,129,35.1,5.71,10.27,0.556,1.45,3.5,0.414,2.66,3.81,0.698,2.32,6.32,8.64,4.15,2.05,0.59,2.05,1.86,15.53,0.643,0.626,7.59,20.45,14.05,20.71,13.32,3.17,1.78,19.19,166.8,2.46,1.51,130.9,100.7,24.21
61,SG,193,84,19,GLEAGUE,50,37,27.6,5.14,12.46,0.413,1,4.04,0.248,1.42,2.38,0.597,0.7,2.62,3.32,3.28,0.88,0.22,2.72,2.62,13.7,0.507,0.453,2.62,10.01,6.28,17.98,16.25,1.54,0.7,24.85,125.67,-1.57,1.1,90.9,118,9.96
61,F,201,93,23,NCAA,139,79,28.5,4.35,10.5,0.414,2.24,6.23,0.359,2.62,3.61,0.725,0.87,3.63,4.5,1.88,0.97,0.56,2.11,1.42,13.55,0.554,0.52,3.43,13.85,8.73,12.92,10.44,1.99,2.11,24.05,149.79,-0.61,1.29,114.3,100.8,19.06
61,PF,208,107,19,NCAA,33,7,24.5,3.15,7.21,0.437,1.21,3.33,0.364,2.36,3.15,0.75,1.52,5.27,6.79,2.24,0.85,1.67,2.94,1.91,9.88,0.567,0.521,7.71,23.25,16.04,19.56,17.98,2.05,7.28,22.52,155.06,-1.76,1.37,112.2,92.5,20.73
61,C,206,113,19,NCAA,34,32,27.2,5.03,10.74,0.468,0.82,2.47,0.333,2.74,3.76,0.727,2.53,4.68,7.21,0.85,0.74,0.68,3.18,2.5,13.62,0.544,0.507,10.43,19.24,14.84,6.25,16.64,1.53,2.84,26.36,152.84,-6.98,1.27,106.3,101,18.58
61,G,196,100,23,NCAA,66,66,36.6,6.11,14.55,0.42,2.94,8.39,0.35,3.42,4.15,0.825,1.32,4.47,5.79,2.45,1.11,0.5,2.92,2.3,18.58,0.562,0.521,4.04,13.97,8.98,13.14,12.24,1.71,1.66,24.7,159.48,-1.79,1.28,113.4,106.3,18.1
61,SF,191,95,21,NCAA,98,37,24.2,3.41,6.74,0.505,1.17,2.84,0.414,3.04,4.02,0.756,0.71,3.4,4.11,1.15,0.68,0.29,1.96,1.54,11.03,0.637,0.592,3.54,15.19,9.67,8.6,15.11,1.61,1.34,20.91,167.53,-3.16,1.64,119.4,101.2,18.37
61,G,193,91,23,NCAA,117,99,23.2,2.73,6.84,0.399,0.38,1.64,0.234,1.77,2.74,0.645,1.28,3.1,4.38,1.04,0.53,0.26,1.92,1.79,7.61,0.467,0.427,6.36,16.11,11.13,9.52,18.06,1.34,1.38,22.14,127.8,-4.79,1.11,90.1,108.1,10.39
61,SG,185,85,22,NCAA,98,93,35.5,5.88,13.58,0.433,2.26,5.82,0.388,2.94,3.86,0.762,0.82,5.58,6.4,3.9,1.34,0.35,2.54,3.01,16.95,0.55,0.516,2.56,17.7,10.1,22.81,16.34,2.14,1.08,25.81,158.24,-1.15,1.25,105.8,104,18.14
61,SG,191,88,21,NCAA,100,40,21.8,3.27,7.88,0.415,2.29,5.77,0.397,0.59,0.83,0.711,0.8,3.45,4.25,0.57,0.65,0.25,1.33,0.61,9.42,0.569,0.56,4.19,17.26,10.87,5.03,6.87,1.78,1.39,20.62,152.27,-1.09,1.2,119.4,93.6,18.02
61,SF,203,100,23,NCAA,103,82,25.4,3.21,6.09,0.528,0.16,0.52,0.296,3.07,4.47,0.687,1.98,5.3,7.28,1.82,0.81,0.69,2.55,2.28,9.65,0.588,0.541,8.77,22.73,15.86,14.89,21.75,1.86,3.12,20.64,151.12,-4.29,1.59,108.4,90.8,18.75
61,SG,201,91,23,NCAA,125,112,30.3,3.85,9.58,0.402,1.54,4.19,0.368,2.3,2.97,0.774,1.1,4.58,5.68,2.03,0.95,0.62,2.66,1.72,11.54,0.525,0.482,4.33,17.56,11.02,14.48,13.53,1.94,2.3,22.56,154.34,-1.28,1.2,104.2,97.3,15.95
61,G,191,91,22,NCAA,135,114,28.4,5.03,11.29,0.446,1.7,4.63,0.368,2.3,2.99,0.772,0.41,3.02,3.44,2.62,1.76,0.13,1.76,2.18,14.07,0.554,0.521,1.77,12.02,7.08,19.21,14.63,3.6,0.52,26.89,158.53,-1.52,1.25,106.7,95.5,19.4
61,SG,196,93,21,NCAA,74,64,28.8,4.62,10.41,0.444,2.35,6.34,0.371,2.2,2.64,0.836,0.92,3.16,4.08,2.7,1.2,0.08,1.97,1.5,13.82,0.593,0.557,3.93,11.48,8.01,15.31,11.4,2.36,0.29,22.54,165.11,1.03,1.33,122.6,95.3,19.83
61,PF,208,93,23,NCAA,131,77,21.2,2.44,4.56,0.533,0.15,0.54,0.282,1.15,1.58,0.725,1.57,3.08,4.65,0.48,0.47,2.05,2.72,0.92,6.17,0.58,0.55,8.65,16.77,12.73,4.4,14.7,1.3,11.76,15.02,153.98,-2.82,1.35,113.7,96,16.69
61,SG,185,82,20,NCAA,96,95,35.2,6.58,15.08,0.436,1.95,5.94,0.328,4.36,5.2,0.84,1.1,3.41,4.51,4.3,2.34,0.21,1.84,2.18,19.48,0.555,0.501,3.42,10.91,7.1,25.61,11.03,3.66,0.68,27.52,160.42,1.89,1.29,114.2,102.3,22.97
61,PF,203,107,21,NCAA,70,38,21.8,2.6,4.1,0.634,0,0.03,0,1.16,1.83,0.633,1.36,3.3,4.66,0.47,0.5,2.36,2.64,1.14,6.36,0.64,0.634,7.69,17.78,12.86,4.07,18.7,1.36,13.78,14.52,126.7,-3.93,1.55,114.6,94.2,17.5
61,PG,188,86,22,NCAA,92,55,27.3,3.9,9.62,0.406,2,5.33,0.376,2.38,2.93,0.811,0.28,1.7,1.98,2.68,0.82,0.03,1.64,1.98,12.18,0.553,0.51,1.3,7.1,4.33,18.94,15.23,1.76,0.13,24.76,159.23,-0.71,1.27,107.7,106.8,15.08
61,SG,198,93,21,NCAA,103,94,35.4,5.33,12.77,0.417,1.74,5.18,0.335,3.59,4.48,0.803,0.47,2.29,2.76,2.08,1.31,0.22,2.03,1.78,15.99,0.537,0.486,1.53,7.18,4.43,13.09,10.66,2.23,0.82,24.32,155.53,-1.16,1.25,110.6,104.4,16.24
61,F,198,100,23,NCAA,113,85,26.7,3.03,7.58,0.4,0.81,2.68,0.304,3,4.09,0.734,1.39,3.89,5.28,1.5,0.92,0.27,1.91,1.19,9.87,0.518,0.453,5.93,16.65,11.29,11.11,11.08,2.09,1.17,20.42,143.69,-0.71,1.3,112.4,96.4,16.36
61,F,211,113,23,NCAA,72,27,15.3,2.03,3.57,0.568,0,0,0,1.31,2.19,0.595,1.88,2.81,4.68,0.32,0.19,1.32,2.17,0.71,5.36,0.581,0.568,13.4,20.51,17.13,3.58,13.31,0.66,9.35,17.24,116.3,-3.67,1.5,116.4,95.3,18.17
61,G,188,86,23,NCAA,148,74,24.6,3.32,7.68,0.433,1.51,4.07,0.371,2.02,2.57,0.785,0.36,2.26,2.62,2.53,0.66,0.13,1.73,1.48,10.18,0.572,0.532,1.82,10.46,6.34,19.39,14.26,1.61,0.58,22.09,158.94,0.86,1.33,114.7,99.9,16.37
61,F,201,107,23,NCAA,138,135,32.9,4.99,10.81,0.461,0.81,2.33,0.348,4.04,6.25,0.646,2.77,5.67,8.43,1.75,0.79,0.25,2.25,1.94,14.82,0.538,0.499,9.81,19.69,14.8,10.87,12.35,1.4,0.87,24.37,145.51,-2.36,1.37,111.5,99.4,19.16
61,F,198,93,24,NCAA,99,55,23.1,3.44,7.25,0.475,1.58,3.74,0.422,1.23,1.51,0.819,0.79,2.42,3.21,0.76,0.61,0.22,1.69,0.95,9.7,0.609,0.584,4.22,12.34,8.38,7.06,10.65,1.62,1.1,21.14,171.53,-2.05,1.34,116.8,101.7,17.67
61,G,198,95,23,NCAA,126,65,23.1,2.77,5.76,0.481,1.45,3.4,0.428,0.83,1.16,0.719,0.34,2.17,2.52,1.17,0.62,0.29,1.05,0.69,7.83,0.62,0.607,1.77,10.05,6.15,9.11,9.86,1.52,1.41,15.35,162.75,0.39,1.36,122.4,104.2,14.83
61,F,203,100,23,NCAA,116,72,22.5,4.56,8.56,0.533,0.68,2.09,0.326,1.74,2.34,0.745,1.95,3.34,5.29,0.7,0.54,1.72,2.14,1.21,11.54,0.597,0.573,9.68,16.81,13.22,7.11,11.1,1.37,8.25,23.73,160.46,-3.22,1.35,117.6,101,23.46
61,SG,188,85,22,NCAA,97,30,23.9,2.43,6.32,0.385,1.11,3.29,0.339,1.24,1.73,0.714,0.54,2.42,2.96,2.41,0.53,0.16,1.85,1.64,7.22,0.505,0.473,2.43,11.85,6.96,19.99,18.67,1.26,0.81,17.81,143.78,-0.13,1.14,100.7,100.5,10.6
61,GF,198,98,23,NCAA,76,32,14.4,1.75,4.38,0.399,1,2.68,0.373,0.75,1.04,0.722,0.53,1.47,2,0.33,0.26,0.09,1.13,0.64,5.25,0.538,0.514,4.3,11.22,7.88,4.26,11.68,1.04,0.68,19.08,149.35,-2.9,1.2,106.7,104.6,11.86
61,G,196,86,22,NCAA,81,78,36.2,8.32,16.52,0.504,1.35,4.06,0.331,7.69,9,0.855,1.37,4.67,6.04,3.07,2.27,0.65,2.56,2.99,25.68,0.617,0.544,-,-,-,-,12.56,-,-,-,168.96,-,1.55,-,-,-
61,G,203,98,22,NCAA,96,95,32.5,6,11.01,0.545,2.03,4.36,0.465,3.65,4.27,0.854,1.35,4.7,6.05,1.77,0.59,0.86,2.04,1.93,17.68,0.678,0.637,-,-,-,-,12.88,-,-,-,186.4,-,1.61,-,-,-
61,SF,196,86,22,NCAA,101,48,17.8,2.08,5.2,0.4,0.44,1.47,0.297,1.5,1.95,0.772,0.64,2.18,2.82,0.66,0.34,0.11,1.31,0.97,6.1,0.498,0.442,4.14,13.09,8.77,6.87,13.68,1.09,0.65,19.97,146.89,-3,1.17,100.9,100.4,11.33
61,PF,201,118,22,NCAA,81,45,18.7,3.14,6.16,0.509,0.11,0.28,0.391,1.64,2.17,0.756,1.89,3.58,5.47,0.56,0.43,2.36,2.58,1.17,8.02,0.558,0.518,10.72,22.38,16.27,5.65,14.02,1.3,15.26,20.95,165.6,-4.21,1.3,112.9,89.2,21.72
61,PF,201,104,21,NCAA,101,100,33.1,6.41,14.08,0.455,0.92,2.77,0.332,4.44,5.86,0.757,3.04,6.81,9.85,2.48,1.24,1.59,2.58,2.6,18.17,0.539,0.488,10.02,21.88,16.03,16.03,13.38,2.1,5.2,28.41,154.39,-2.82,1.29,110.1,93.3,23.84
61,PF,211,93,21,GLEAGUE,30,7,13.2,2.17,3.9,0.556,0.27,0.9,0.296,0.57,1,0.567,1.6,2.27,3.87,0.67,0.47,0.4,1.37,0.93,5.63,0.649,0.59,12.59,18.39,15.45,7.18,17.7,1.65,2.58,16.44,141.85,-3.63,1.44,112.9,113.9,16.25
61,SG,198,93,22,NCAA,111,78,24.1,3.43,7.4,0.464,0.58,1.87,0.308,1.63,2.83,0.576,1.23,2.89,4.12,1.44,0.73,0.43,1.65,1.44,9.07,0.519,0.503,6.08,13.59,9.94,11.4,14.16,1.82,1.85,22.25,134.82,-2.09,1.23,103.9,95.4,15.51
61,PG,196,84,21,NCAA,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,104.5,-
61,F,206,100,23,NCAA,62,11,9.8,1.21,2.76,0.439,0.1,0.61,0.158,0.73,1.16,0.625,0.68,1.34,2.02,0.45,0.19,0.23,1.5,0.69,3.24,0.49,0.456,8.15,14.12,11.33,8.78,17.32,1.11,2.46,20.19,122.15,-3.9,1.18,96.6,98.8,10.73
61,F,203,113,23,NCAA,128,113,17.7,2.07,3.93,0.527,0.01,0.02,0.5,1.25,2.2,0.567,1.84,2.81,4.65,0.64,0.41,0.65,2.55,1.24,5.4,0.542,0.528,12.75,18.36,15.64,7.32,19.98,1.4,4.48,18.28,159.42,-4.76,1.37,103.9,93.5,14.62
61,G,196,94,22,NCAA,141,74,22.6,3.44,8.65,0.398,1.04,3.28,0.315,2.96,3.99,0.742,0.74,2,2.74,1.82,0.73,0.31,1.32,1.36,10.88,0.516,0.458,3.85,9.84,6.92,17.32,11.44,1.96,1.41,27.76,145.57,-0.7,1.26,107.5,102.3,18.26
61,G,188,86,23,NCAA,153,144,30.6,3.47,7.92,0.438,1.64,4.25,0.386,1.63,2.17,0.75,0.43,2.37,2.8,4.63,1.16,0.16,2.37,2.03,10.21,0.571,0.542,1.74,7.87,5.1,23.87,18.52,2.17,0.54,17.85,157.4,3.4,1.29,115.7,95.4,15
61,PG,183,84,21,NCAA,98,71,27.6,3.65,9.49,0.385,1.98,5.72,0.346,1.45,2.12,0.683,0.42,1.73,2.15,4.38,1.45,0.15,2.49,2.64,10.73,0.511,0.489,1.79,7.1,4.5,29.68,20.11,3.03,0.61,23.86,141.34,1.01,1.13,101.8,102.3,14.26
61,SF,201,98,24,NCAA,101,85,28.8,5.51,11.18,0.493,0.75,2.23,0.338,3.89,4.9,0.794,1.44,5.71,7.15,1.79,1.17,0.62,3.25,2.39,15.67,0.58,0.527,6.01,23.15,14.72,13.71,15.01,2.34,2.27,28.33,162.51,-4.16,1.4,109.2,97.2,21.78
61,PG,185,82,24,NCAA,139,90,30,3.67,8.59,0.427,0.81,2.48,0.328,1.68,2.71,0.622,0.43,2.68,3.11,5.44,1.17,0.3,1.96,2.81,9.83,0.498,0.474,1.73,10.37,6.13,33.28,22.13,2.29,1.12,21.44,137.7,2.78,1.14,100.5,102.7,13.71
61,FC,208,109,19,NCAA,32,31,26.7,4.09,8.75,0.468,0.03,0.56,0.056,2.72,4.72,0.576,1.62,5.06,6.69,1.84,0.66,0.5,2.34,2.91,10.94,0.498,0.47,6.94,21.18,14.13,16.47,20.91,1.43,1.98,26.33,109.96,-6.36,1.25,91.8,102.3,14.34
61,PG,196,98,23,NCAA,91,66,27.3,3.45,7.34,0.47,0.3,0.85,0.351,1.7,2.75,0.62,0.93,3.85,4.78,3.11,1.53,0.6,2.22,2,8.9,0.515,0.49,3.92,15.75,9.91,20.79,18.79,3.13,2.54,19.46,144.07,0.26,1.21,101.2,97,15.51
61,PG,188,91,22,NCAA,104,101,34,4.72,12,0.393,1.73,4.82,0.359,4.38,5.98,0.733,0.34,2.57,2.9,3.12,0.89,0.03,1.58,1.71,15.56,0.524,0.466,1.19,8.13,4.85,20.81,10.34,1.6,0.09,25.78,148.58,1.13,1.3,111.1,103.1,17.08
61,F,201,102,23,NCAA,127,119,27.4,4.24,8.45,0.502,0.44,1.63,0.271,2.44,3.61,0.675,1.72,4.75,6.46,1.34,0.85,0.93,2.84,1.49,11.37,0.559,0.528,6.98,19.54,13.22,9.13,12.77,1.68,3.61,20.13,144.82,-2.02,1.35,112.5,102,17.71
61,SG,185,86,21,NCAA,56,33,29.8,4.8,11.59,0.414,2.05,5.18,0.397,3.61,5.25,0.687,0.68,3.2,3.88,2.52,0.84,0.39,2.27,2.52,15.27,0.542,0.503,2.61,11.62,7.24,16.72,15.17,1.63,1.4,28.33,149.81,-2.85,1.32,104.5,106.5,17
