Pos,HT,WT,Age,League,GS,FGA,FG%,3PA,3P%,FTA,FT%,TRB,AST,STL,BLK,PF,TOV,PTS,TS%,eFG%,ORB%,DRB%,TRB%,TOV%,STL%,BLK%,Total S %,PPR,ORtg,DRtg,Pick
C,208cm,116kg,22,NCAA,12,5.94,0.588,0.04,0,1.62,0.513,6.64,0.79,1.21,0.72,2.49,1.28,7.81,0.582,0.588,15.51,23,19.35,16,3.64,3.7,110.1,-3.77,115.4,88.9,21
SG,196cm,95kg,19,NCAA,63,11.57,0.467,4.29,0.331,4.96,0.839,4.62,2.06,2.43,0.25,2.13,1.36,16.39,0.589,0.529,4.96,12.08,8.65,8.91,4.62,0.87,163.77,0.03,121.8,95.1,22
F,203cm,93kg,21,NCAA,62,10.43,0.455,4.45,0.396,2.64,0.768,4.34,2.07,0.58,0.34,1.97,1.24,13.28,0.568,0.539,3.18,12.42,7.76,9.58,1.08,1.03,161.93,0.45,119.6,105.2,23
PG,185cm,82kg,22,NCAA,97,10.12,0.411,4.85,0.375,4.38,0.813,4.03,4.45,1.76,0.21,2.1,2.45,13.7,0.562,0.501,2.66,11.06,7.12,16.71,3.35,0.67,159.95,1.67,114.1,97.1,24
PF,208cm,109kg,20,GLEAGUE,32,11.13,0.6,0.08,0,4.5,0.596,9.68,0.76,0.74,2.97,2.55,1.87,16.05,0.612,0.6,15.88,23.01,19.41,12.47,1.32,8.41,119.7,-5.05,120,106.9,25
SG,198cm,104kg,21,NCAA,14,7.99,0.388,5.13,0.349,2.46,0.8,3.23,1.04,0.8,0.28,1.66,0.93,9.96,0.544,0.5,7.53,10.98,9.26,9.22,2.46,1.54,153.69,-1.2,117.7,95.4,26
SG,198cm,100kg,21,INTERNATIONAL,52,8.95,0.418,4.49,0.387,2.4,0.782,3.02,2.58,0.86,0.37,2.31,1.32,11.09,0.554,0.515,2.71,12.11,7.56,11.67,1.87,1.5,158.66,1.61,114.9,107.9,27
SG,196cm,91kg,23,NCAA,84,11.28,0.433,5.9,0.389,2.72,0.84,3.37,1.63,0.85,0.74,1.91,1.35,14.35,0.571,0.535,3.32,10.06,6.67,9.7,1.73,2.54,166.23,-0.89,119.7,102.6,28
SF,201cm,104kg,22,NCAA,74,6.44,0.451,1.53,0.319,2.04,0.612,6.18,0.84,0.5,1.39,1.7,0.93,7.55,0.509,0.489,10.11,18.86,14.47,11.18,1.18,5.92,138.17,-1.49,110.3,94.5,29
PF,203cm,104kg,20,NCAA,70,9.44,0.452,1.35,0.375,4.27,0.736,8.69,5,1.77,0.82,1.86,2.58,12.18,0.531,0.479,6.18,24.19,15.49,18.36,3.21,2.73,156.32,2.28,108.8,92.4,30
PF,203cm,112kg,19,GLEAGUE,39,10.07,0.449,1.91,0.286,3.47,0.707,6.29,2.93,1.09,0.45,3.22,2.18,12.05,0.52,0.477,3.88,22.31,13.02,15.83,1.95,1.41,144.2,-0.85,101,105.1,31
GF,198cm,93kg,21,NCAA,61,8.54,0.451,2.76,0.313,3.19,0.767,4.8,0.9,0.88,1.86,1.79,1.48,11.01,0.547,0.501,9.1,14.72,11.94,12.82,2.36,8.47,153.02,-3.92,110.6,91.3,32
SG,198cm,100kg,22,NCAA,128,9.45,0.445,4.79,0.407,3.07,0.722,3.77,1.88,0.86,0.36,2.27,1.58,12.58,0.577,0.548,3.68,11.85,7.87,12.64,1.85,1.41,157.45,-1.18,112.5,94.3,33
F,203cm,95kg,23,NCAA,59,10.53,0.47,4.33,0.348,4.56,0.819,5.67,0.67,0.77,0.84,2.43,1.75,15.13,0.596,0.541,8.25,16.66,12.54,12.09,1.82,3.84,163.6,-5.12,119.2,92.6,34
FC,206cm,118kg,20,NCAA,83,8.91,0.53,0.03,0,5.62,0.628,9.61,1.48,0.75,1.08,2.18,2.07,12.98,0.56,0.53,15.49,22.3,18.94,15.16,1.59,3.76,115.81,-3.85,114.6,93.1,35
FC,206cm,117kg,21,NCAA,79,10.51,0.467,0.31,0.214,4.56,0.619,7.71,1.26,0.52,0.79,2.8,2.93,12.69,0.501,0.47,12.12,19.19,15.6,18.8,1.11,3,130.01,-7.55,96,98.4,36
SF,206cm,89kg,22,NCAA,80,8.07,0.454,2.43,0.349,2.06,0.752,4.66,0.53,0.63,1.19,2.05,1.31,9.72,0.537,0.506,6.05,15.73,11.24,12.61,1.62,5.22,155.51,-4.09,105.6,96,37
PG,196cm,98kg,21,NCAA,86,8.02,0.42,3.47,0.386,5.88,0.83,3.35,2.64,1.13,0.34,2.09,1.78,12.97,0.599,0.504,1.96,10.58,6.45,14.12,2.25,1.24,163.62,-0.07,121.3,97.2,38
F,203cm,95kg,20,NCAA,29,5.35,0.486,0.28,0.3,3.49,0.641,4.61,0.86,0.6,0.5,1.79,0.88,7.51,0.536,0.494,9.02,15.27,12.13,11.11,1.73,2.99,142.71,-1.45,116.1,93.9,39
SF,198cm,101kg,20,NCAA,76,8.75,0.525,2.36,0.313,2.89,0.718,4.93,1.14,0.97,0.28,1.3,1.03,12,0.593,0.567,7.02,11.49,9.32,9.2,1.86,0.89,155.58,-0.84,123.5,102,40
C,213cm,129kg,19,INTERNATIONAL,37,11.53,0.525,3.79,0.326,4.61,0.691,9.66,3.21,1.39,0.97,2.84,2.11,16.53,0.61,0.579,10.58,25.75,18.31,13.45,2.46,3.15,154.29,0.12,120.6,100.6,41
SG,191cm,91kg,21,NCAA,101,9.7,0.421,3.71,0.359,3.87,0.734,3.66,2.81,1.27,0.59,2.04,1.82,12.34,0.535,0.49,2.39,11.33,7.01,13.65,2.5,1.99,151.44,0.17,110.2,93.6,42
C,221cm,120kg,22,GLEAGUE,59,6.81,0.612,0.03,0,2.51,0.709,8,1.04,0.67,2.96,3.17,1.81,10.12,0.639,0.612,15.31,23.18,19.44,18.6,1.46,10.98,132.12,-5.07,118.3,97.4,43
SG,191cm,86kg,22,NCAA,103,9.37,0.441,3.13,0.348,4.14,0.733,4.33,2.3,1.01,0.84,2.13,1.79,12.37,0.546,0.499,3.06,13.16,8.23,13.65,1.98,3.02,152.16,-0.85,109,98,44
PF,208cm,109kg,22,NCAA,105,8.15,0.464,0.84,0.289,4.1,0.722,6.25,1.76,0.91,0.87,2.87,2.08,10.77,0.533,0.479,7.36,20.66,13.99,17.08,2.07,3.52,147.56,-3.48,104.9,93.5,45
G,196cm,87kg,22,NCAA,74,11.56,0.44,3.17,0.322,5.24,0.805,3.34,2.67,0.94,0.28,2.27,2.73,15.41,0.548,0.484,3.14,9.15,6.29,16.28,1.8,0.96,156.7,-3.1,108.5,103.2,46
G,183cm,75kg,23,NCAA,80,11.29,0.413,3.92,0.345,4.83,0.76,2.69,2.84,1.93,0.06,2.41,2.38,14.35,0.528,0.473,3.41,9.1,6.27,14.89,4.74,0.27,151.87,-1.99,107.8,87.9,47
F,196cm,102kg,22,NCAA,106,7.36,0.435,3.11,0.369,2.64,0.723,3.94,2.87,0.98,0.3,1.86,1.64,9.46,0.549,0.513,5.88,13.86,9.92,15.98,2.6,1.42,152.71,1.22,114.4,96.1,48
F,206cm,113kg,23,NCAA,55,6.03,0.517,0.04,0.333,4.17,0.717,4.75,0.76,0.46,0.75,2.1,1.17,9.25,0.577,0.519,10.39,15.99,13.35,12.76,1.36,4.09,156.8,-3.28,116.6,93.8,49
C,216cm,107kg,21,NCAA,125,10.3,0.465,1.55,0.4,4.17,0.749,6.34,0.88,0.6,2.43,2.67,2.09,13.33,0.543,0.495,9.36,16.26,12.86,14.53,1.25,9.23,161.39,-5.27,106.8,96.2,50
SF,201cm,98kg,21,GLEAGUE,129,9.52,0.474,2.77,0.26,4.06,0.64,5.1,1.75,1.22,1.39,3.03,2.09,12.37,0.547,0.511,7.02,11.49,9.25,15.6,1.97,3.73,137.33,-3.13,104.6,108.1,51
PG,196cm,91kg,20,INTERNATIONAL,11,5.33,0.384,2.26,0.269,2.89,0.827,1.85,3.3,0.65,0.02,2.28,1.89,7.09,0.537,0.441,2.57,12.38,7.4,22.28,2.25,0.15,148,2,105.2,107.9,52
SF,198cm,103kg,21,INTERNATIONAL,52,10.75,0.457,2.97,0.287,3.95,0.789,4.13,2.93,0.9,0.1,2.45,2.43,13.8,0.553,0.497,4.62,13.84,9.38,16.31,1.86,0.37,153.29,-1.83,107.6,107.6,53
SF,206cm,80kg,21,INTERNATIONAL,44,5.09,0.408,2,0.311,1.31,0.742,2.43,0.99,0.58,0.14,2.26,1.15,5.76,0.508,0.469,5.12,12.96,9.2,16.84,1.97,0.81,146.16,-3.09,98.3,99.5,54
PG,191cm,86kg,21,NCAA,63,12.27,0.462,1.2,0.338,6.58,0.67,2.77,4.39,1.41,0.17,2.38,3.09,16.16,0.525,0.479,1.13,8.22,4.81,16.74,2.5,0.58,146.99,-0.49,104.2,102,55
GF,198cm,87kg,21,NCAA,103,9.99,0.415,2.91,0.338,4.38,0.726,3.38,2.92,1.29,0.24,1.54,1.71,12.46,0.516,0.464,3.59,10.21,6.92,12.38,2.78,0.96,147.94,0.87,109.7,101,56
PF,208cm,91kg,22,INTERNATIONAL,16,4.23,0.482,1.36,0.264,1.23,0.646,3.57,0.51,0.51,0.62,2.13,0.62,5.23,0.548,0.525,8.13,18.23,13.13,11.55,1.75,4.11,139.22,-1.81,110.2,103.8,57
G,196cm,81kg,23,NCAA,75,10.44,0.417,4.58,0.343,3.99,0.769,3.25,1.83,0.64,0.84,1.91,1.97,13.34,0.541,0.492,2.9,11,7.03,13.79,1.47,3.24,152.89,-2.91,109.2,99.4,58
G,191cm,85kg,23,NCAA,95,8.43,0.396,2.77,0.347,3.81,0.814,2.57,2.77,1.12,0.17,1.88,1.64,10.73,0.524,0.453,2.03,8.59,5.34,13.81,2.44,0.67,155.67,0.74,110.3,97.5,59
PF,206cm,98kg,23,NCAA,76,6.11,0.543,0.38,0.34,3.26,0.66,5.55,0.39,0.32,1.28,1.74,0.78,8.92,0.582,0.554,11.38,20.13,15.99,9.21,0.98,6.65,154.32,-2.64,123.2,94.6,60
G,185cm,91kg,22,NCAA,132,11.29,0.438,6.06,0.426,3.06,0.821,4.48,2.23,1.29,0.5,2.46,1.17,14.97,0.588,0.552,3.35,10.95,7.33,8.43,2.23,1.43,168.39,0.91,121.9,103.6,61
G,193cm,86kg,22,NCAA,86,8.41,0.456,2.5,0.372,2.72,0.716,4.84,2.37,1.09,0.28,2.63,1.38,10.55,0.543,0.511,6,14.77,10.26,12.41,2.47,1.17,154.33,0.77,112.9,100.1,61
C,208cm,125kg,21,GLEAGUE,17,11.35,0.617,0.88,0.4,2.65,0.778,9.47,1.88,0.94,1.94,3.29,2.76,16.65,0.665,0.632,11.23,20.79,16.17,18.09,1.43,5.13,179.44,-4.8,116.7,100.8,61
PF,206cm,113kg,22,NCAA,75,5.35,0.614,0.01,0,3.26,0.555,4.66,0.3,0.6,1.08,3.15,1.17,8.37,0.607,0.614,11.75,14.36,13.12,14.51,1.69,5.49,116.81,-4.59,115.5,95.7,61
GF,201cm,100kg,23,NCAA,125,13.79,0.414,6.86,0.33,3.84,0.672,7.2,1.8,1.05,0.77,2.49,2.66,16.25,0.521,0.496,7.56,19.44,13.3,14.54,2.04,2.87,141.6,-4.73,103.8,98.9,61
SF,203cm,99kg,22,NCAA,88,8.09,0.385,4.28,0.365,2.24,0.812,4.58,1.13,0.35,0.47,2.01,1.49,9.61,0.525,0.481,3.78,16.52,10.29,13.98,0.83,2.05,156.15,-2.94,104.3,101.8,61
F,203cm,93kg,21,NCAA,94,6.79,0.494,1.52,0.327,3.61,0.799,5.06,0.68,0.74,0.77,2.86,1.56,10.09,0.593,0.53,9.22,14.53,12.03,15.51,1.8,3.47,161.95,-4.51,115.8,96,61
G,185cm,75kg,21,NCAA,99,11.17,0.421,5.66,0.361,4.48,0.837,2.83,2.95,0.91,0.08,1.21,1.48,15.19,0.571,0.512,1.8,7.74,4.75,10,1.63,0.25,161.9,1.47,122.5,107,61
G,191cm,82kg,21,NCAA,89,10.94,0.442,2.49,0.321,3.87,0.718,3.21,2.82,1.71,0.34,2.62,3.11,13.24,0.518,0.478,1.46,11.24,6.23,19.56,3.47,1.33,148.03,-4.17,94.6,101.7,61
G,191cm,82kg,22,NCAA,61,14.49,0.398,6.36,0.335,4.87,0.71,3.44,2.2,1.08,0.38,2.18,2.7,17.13,0.51,0.472,1.51,9.72,5.64,13.86,1.86,1.13,144.37,-3.56,99.4,104.1,61
G,180cm,75kg,23,NCAA,38,3.79,0.423,1.65,0.304,1.49,0.7,1.62,3.04,1.2,0.08,1.66,1.45,4.76,0.529,0.49,0.93,8.21,4.84,24.42,3.66,0.45,142.8,2.96,105.3,94.8,61
G,183cm,86kg,22,NCAA,123,8.03,0.431,2.91,0.334,3.66,0.748,3.04,3.27,1.06,0.46,2.43,2.08,10.63,0.544,0.491,1.83,9.77,5.98,17.59,2.19,1.75,151.29,0.34,108.4,97.8,61
F,201cm,107kg,21,NCAA,43,5.94,0.469,1.18,0.442,3.17,0.777,5.4,1.78,1.46,0.58,2.97,1.28,8.55,0.575,0.513,8.84,18.87,13.75,14.64,3.82,2.88,168.72,-0.38,117.9,91.2,61
G,198cm,102kg,22,GLEAGUE,32,10.73,0.552,1.54,0.222,4.24,0.741,5.46,2.32,0.93,0.24,2.07,1.56,15.34,0.609,0.568,7.8,9.77,8.8,11.02,1.34,0.58,151.59,-0.05,122.1,107.7,61
F,203cm,99kg,22,NCAA,83,9.55,0.462,1.24,0.343,3.26,0.723,5.73,0.84,1.08,0.78,1.59,1.41,11.61,0.523,0.484,7.3,14.6,11.01,11.29,2.28,3.2,152.78,-3.02,109.6,94.1,61
F,203cm,99kg,22,NCAA,75,7.27,0.57,0,0,4.02,0.592,6.57,0.76,0.42,0.89,2.18,1.45,10.67,0.581,0.57,12.18,15.83,14.08,13.64,0.96,3.36,116.18,-3.63,114.4,102.9,61
PF,211cm,107kg,22,NCAA,69,5.85,0.512,0.26,0.241,3.5,0.571,6.91,0.74,0.77,1.08,2.65,1.3,8.05,0.536,0.517,11.21,24.31,18.02,14.76,2.06,5.05,132.45,-3.63,106.6,92.5,61
PF,206cm,108kg,22,NCAA,106,6.19,0.577,0,0,2.75,0.569,5.66,0.77,0.65,1.07,2.39,1.25,8.71,0.581,0.577,11.64,16.3,14.02,14.25,1.69,4.92,114.6,-3.21,115.8,91.7,61
PG,188cm,83kg,22,NCAA,105,8.64,0.418,3.53,0.38,3.1,0.687,2.58,4.43,1.14,0.09,1.92,1.87,10.68,0.528,0.495,2.45,6.33,4.44,15.62,2.07,0.27,148.42,3.33,110.8,105.4,61
C,218cm,113kg,24,NCAA,80,5.22,0.56,0,0,3.5,0.613,5.4,0.27,0.2,2.6,2.18,1.31,8,0.581,0.56,9.23,19.31,14.48,15.94,0.54,12.41,117.33,-5.19,108,96.6,61
GF,193cm,84kg,22,NCAA,68,10.69,0.47,4.44,0.401,6.57,0.794,4.19,3.85,1.1,0.24,2.01,2.37,17.06,0.617,0.554,1.74,13.06,7.97,14.63,2.08,0.68,166.53,0.63,122.2,97.4,61
C,211cm,95kg,22,NCAA,76,6.4,0.569,0.2,0.16,3.55,0.653,6.58,1.55,0.54,1.3,2.65,2.02,9.63,0.596,0.571,8.62,23.09,16.3,20.02,1.38,6.04,138.19,-4.27,106.9,90.7,61
PG,185cm,88kg,22,NCAA,130,11.38,0.439,4.19,0.338,6.35,0.751,2.86,3.96,1.3,0.41,2.36,2.15,16.18,0.562,0.501,1.42,8.4,4.91,12.97,2.33,1.32,152.74,1.49,116.6,105.6,61
G,191cm,77kg,22,NCAA,68,8.23,0.414,3.39,0.365,2.27,0.678,2.68,1.1,0.72,0.06,1.4,1.4,9.59,0.515,0.489,3.33,9.36,6.31,13.05,1.7,0.29,145.74,-2.61,102.4,106.6,61
G,188cm,88kg,23,NCAA,112,6.47,0.46,1.86,0.335,3.14,0.737,3.32,4.69,2.27,0.14,2.46,2.19,8.88,0.558,0.508,1.81,10.37,6.13,21.58,4.31,0.48,153.14,2.99,110.7,89.9,61
G,193cm,100kg,21,NCAA,85,7.88,0.391,4.71,0.367,1.13,0.753,3.5,3.34,1.6,0.46,1.91,1.84,8.74,0.519,0.5,1.66,12.3,7.21,17.97,3.32,1.69,151.11,1.33,104.1,95.1,61
SF,198cm,97kg,22,NCAA,118,10.69,0.446,3.72,0.364,2.88,0.68,4.77,1.43,2.33,0.41,3,1.84,12.86,0.533,0.51,4.59,13.82,9.26,13.25,4.65,1.49,149.1,-2.98,103.4,93.1,61
SF,198cm,100kg,23,NCAA,121,8.88,0.497,2.24,0.305,3.64,0.731,7.79,1.38,1.08,0.44,3.13,1.82,12.17,0.574,0.535,11.34,19.61,15.57,14.66,2.22,1.57,153.29,-3.13,114.6,97.3,61
SG,193cm,88kg,22,NCAA,95,7.28,0.443,3.12,0.381,3.91,0.808,4.18,2.4,1.36,0.04,1.98,1.44,10.79,0.591,0.524,5.17,11.27,8.26,13.63,2.74,0.13,163.24,0.54,124,99.5,61
G,185cm,78kg,22,NCAA,116,8.52,0.455,2.11,0.338,4.75,0.77,2.82,4.06,1.36,0.14,2.03,2.68,12.12,0.563,0.497,2.77,8.33,5.66,19.9,2.75,0.48,156.28,0.1,109,98.7,61
SG,191cm,91kg,21,NCAA,59,8.33,0.428,3.16,0.311,2.3,0.649,4.76,3.54,1.55,0.43,2.72,2.66,9.61,0.51,0.487,6.07,12.53,9.42,22,3.12,1.49,138.9,-1,99.5,95.4,61
G,198cm,93kg,22,NCAA,18,4.92,0.479,2.01,0.308,2.24,0.73,3.25,0.51,0.48,0.28,1.77,0.75,6.96,0.582,0.542,8.21,10.49,9.33,11.1,1.46,1.51,151.58,-2.07,120.4,94.7,61
F,203cm,109kg,22,NCAA,62,6.31,0.541,0.02,0,2.64,0.653,4.89,0.37,0.5,1.24,2.55,1.22,8.55,0.565,0.541,12.05,18.46,15.31,13.9,1.58,7.69,119.37,-5.18,110.9,89.4,61
PF,206cm,113kg,21,NCAA,87,5.23,0.519,0.08,0.091,2.49,0.571,6,1.11,0.85,0.38,2,1.17,6.86,0.535,0.52,9.31,22.21,15.93,15.39,2.33,1.93,118.13,-1.99,107,88.5,61
G,185cm,82kg,22,NCAA,9,2.16,0.377,0.76,0.34,2.1,0.728,1.6,1.27,0.41,0.06,1.49,0.86,3.41,0.541,0.437,2.65,10.36,6.59,21.37,1.75,0.42,144.5,-0.07,107.3,103.5,61
G,193cm,86kg,21,NCAA,83,14.72,0.436,2.42,0.272,6.82,0.764,7.31,3.24,3.27,0.45,3.08,3.56,18.69,0.52,0.458,-,-,-,16.56,-,-,147.13,-,-,-,61
F,198cm,94kg,23,NCAA,39,4.27,0.568,0.26,0.303,2,0.634,2.96,0.86,0.64,0.36,1.57,1.17,6.2,0.594,0.577,9.27,13.13,11.23,18.36,2.52,2.55,150.52,-4,111.6,92.8,61
PF,206cm,104kg,26,NCAA,18,5.62,0.511,1.38,0.25,1.75,0.768,5.56,1.38,0.78,1.12,2.56,1.34,7.44,0.576,0.542,7.62,20.03,13.92,17.23,2.08,5.38,152.9,-1.9,111.3,95.2,61
SG,198cm,87kg,23,NCAA,1,4.11,0.395,2.24,0.329,1.56,0.634,2.01,0.43,0.26,0.21,1.03,0.71,4.97,0.513,0.485,3.89,12.71,8.38,12.74,1.17,1.79,135.84,-3.11,104.3,96.8,61
G,188cm,80kg,21,NCAA,65,5.38,0.416,2.57,0.376,1.72,0.711,2.06,2.94,1.17,0.03,1.5,1.27,6.66,0.538,0.506,1.94,8.16,5.11,17.04,3.03,0.16,150.35,3,113.3,95.6,61
G,185cm,77kg,23,NCAA,112,9,0.418,1.77,0.31,4.33,0.774,3.87,4.75,1.45,0.15,2.53,2.63,11.43,0.517,0.449,3.35,12.34,7.75,19.21,3.01,0.61,150.21,1.88,105.3,102.7,61
F,206cm,98kg,21,NCAA,65,12.36,0.469,0.2,0.077,3.7,0.607,6.36,1.12,0.85,1.03,2.77,1.79,13.86,0.491,0.47,7.62,15.19,11.41,11.24,1.67,3.56,115.28,-3.4,100,97.9,61
PF,206cm,104kg,21,NCAA,53,5.68,0.531,0,0,4.23,0.668,7.77,0.8,0.59,3.06,2.16,1.19,8.86,0.576,0.531,13.81,19.57,16.8,13.38,1.41,11.83,119.84,-2.61,120.2,90,61
SG,193cm,96kg,24,NCAA,105,12.05,0.419,6.44,0.347,3.83,0.78,4.31,1.99,1.19,0.16,1.3,1.69,15.32,0.552,0.512,4.62,11.67,8.07,10.84,2.41,0.58,154.63,-1.22,116.7,95,61
PF,208cm,109kg,22,INTERNATIONAL,13,8.48,0.415,3.87,0.326,2.09,0.75,6.65,1.04,0.61,0.74,2.87,1.7,9.87,0.525,0.49,8.46,26.65,17.54,15.29,1.38,3.38,149.12,-4.01,100.1,101.5,61
PF,206cm,104kg,21,NCAA,73,9.67,0.447,0.08,0,4.85,0.569,5.94,1.03,1.22,0.54,2.12,1.59,11.41,0.476,0.447,9.07,15.92,12.49,11.74,2.74,2.17,101.6,-3.41,101.4,93.6,61
FC,208cm,108kg,22,NCAA,58,5.06,0.535,0.27,0.333,3.34,0.531,8.65,1.32,0.8,2.08,2.4,1.83,7.27,0.547,0.544,11.06,28.29,19.78,21.59,1.82,8.24,139.88,-3.64,104.1,94.8,61
SG,201cm,89kg,21,GLEAGUE,40,10.98,0.453,3.57,0.336,5.68,0.793,5.36,3.43,1.15,0.15,2.78,2.73,15.99,0.593,0.508,2.95,16.84,10.2,16.84,1.94,0.44,158.24,-1.56,109.3,104.5,61
PF,206cm,99kg,23,NCAA,83,6.59,0.504,0.4,0.392,1.78,0.798,4.08,0.66,0.6,0.73,2.32,0.89,8.22,0.553,0.516,8.32,12.3,10.35,10.7,1.56,3.46,169.46,-1.96,114.4,100.8,61
FC,208cm,98kg,21,GLEAGUE,39,5.76,0.633,0.05,0,1.94,0.68,6.07,0.7,0.37,2.23,3.28,1.8,8.72,0.66,0.633,10.65,23.46,17.17,21.44,0.93,9.31,131.32,-7.09,110.2,104.5,61
C,211cm,111kg,23,NCAA,73,7.08,0.515,0.42,0.167,3.22,0.76,6.46,0.71,0.54,1.14,2.09,1.32,9.82,0.57,0.52,10.87,22.29,16.83,13.26,1.44,5.74,144.24,-3.83,115.2,94.5,61
F,203cm,111kg,22,NCAA,67,6.62,0.522,0.86,0.327,4.16,0.686,6.74,1.82,0.48,1.01,2.27,2.29,10.05,0.585,0.544,9.21,22.53,16.31,21.02,1.2,4.3,153.58,-4.59,109.2,98.1,61
C,226cm,161kg,21,NCAA,50,6.42,0.633,0,0,4.25,0.496,7.2,1.05,0.11,2.86,2.4,1.65,10.23,0.607,0.633,12.91,19.71,16.56,16.33,0.26,10.74,112.95,-3.8,115.7,91.8,61
SG,193cm,98kg,21,NCAA,61,11.23,0.441,5.73,0.386,6.21,0.782,3.94,1.66,0.65,0.1,1.79,2.19,16.97,0.598,0.54,1.72,10.6,6.49,13.4,1.1,0.3,160.88,-3.12,118.5,106.3,61
SG,193cm,93kg,22,NCAA,24,5.37,0.433,4,0.407,1.13,0.769,1.59,0.46,0.43,0.09,1.41,0.62,7.14,0.604,0.584,1.49,8.77,5.18,9.49,1.47,0.5,160.79,-1.79,122.4,100.4,61
C,213cm,111kg,22,NCAA,84,7.83,0.488,1.38,0.252,2.94,0.684,6.78,0.63,0.36,1.66,2.27,1.31,10,0.542,0.51,9.31,21.67,15.81,12.41,0.87,7.54,142.33,-3.61,108.5,92.3,61
PF,208cm,102kg,23,NCAA,79,5.76,0.473,1.1,0.42,1.25,0.736,4.32,0.74,0.53,0.19,1.71,0.92,6.83,0.537,0.513,7.78,14.38,11.16,12.68,1.4,0.91,162.84,-1.92,109.6,100.8,61
SF,201cm,104kg,23,NCAA,67,7.08,0.436,2.01,0.333,2.18,0.708,4.54,1.59,0.62,0.82,2.57,1.38,8.39,0.517,0.483,7.17,14.95,11.14,14.52,1.56,3.84,147.7,-1.34,106.8,98,61
PF,206cm,111kg,22,NCAA,111,8.28,0.447,0.33,0.325,4.24,0.702,6.35,0.84,0.47,0.63,3.33,1.61,10.48,0.509,0.453,11.84,15.01,13.41,13.52,1.06,2.34,147.4,-4,107.3,103.9,61
G,201cm,95kg,22,NCAA,107,9.52,0.486,2.6,0.414,5.01,0.781,5.79,2.93,1.31,0.23,2.25,2.31,14.23,0.598,0.542,4.08,19.39,12.13,16.26,2.71,0.85,168.08,-1.23,116.4,97.4,61
F,203cm,100kg,23,NCAA,88,5.66,0.412,1.66,0.263,2.74,0.735,4.21,0.77,0.66,0.43,2.06,1.33,7.12,0.511,0.451,5.78,15,10.41,16,1.75,2.03,141.08,-3.6,102.3,100.4,61
SF,201cm,102kg,24,NCAA,93,7.47,0.498,1.2,0.31,3.61,0.751,5.54,1.04,0.66,1.08,3.35,1.75,10.53,0.573,0.523,7.53,21.58,14.96,16.04,1.76,5.03,155.93,-4.71,109.2,91.5,61
PG,191cm,86kg,23,NCAA,95,8.5,0.453,1.88,0.34,3.61,0.823,2.54,4.22,0.82,0.1,1.46,2.05,11.32,0.554,0.491,1.55,8.7,5.26,16.72,1.76,0.38,161.59,2.76,111.3,101.3,61
GF,196cm,98kg,23,NCAA,142,10.98,0.438,4.59,0.355,3.02,0.727,4.95,2,0.82,0.68,2.49,1.64,13.43,0.541,0.512,5.26,13.39,9.32,11.69,1.6,2.41,151.91,-1.03,107.7,103.8,61
F,203cm,98kg,23,NCAA,102,7.88,0.46,0.23,0.367,4.29,0.612,8.05,1.34,0.76,0.67,1.87,1.75,9.96,0.502,0.466,12.07,21.74,16.8,14.99,1.69,2.64,143.9,-3.18,105.4,93.9,61
F,198cm,91kg,24,NCAA,66,6.22,0.447,2.94,0.364,2.83,0.785,3.01,2.41,0.88,0.25,2.21,1.58,8.85,0.585,0.533,4.15,11.04,7.64,17.29,2.33,1.18,159.65,0.13,116,95.2,61
G,188cm,80kg,23,NCAA,85,13.97,0.369,10.05,0.344,3.98,0.851,2.54,1.56,1.2,0.07,1.79,1.75,17.16,0.541,0.493,1.25,8.01,4.63,9.94,2.32,0.25,156.4,-2.31,110.9,102.6,61
PG,188cm,84kg,24,NCAA,92,7.4,0.433,6.15,0.437,1.31,0.823,1.33,0.91,0.56,0.01,1.21,0.38,10.18,0.634,0.615,1.04,4.52,2.85,4.46,1.26,0.03,169.3,0.87,137.9,106.4,61
F,208cm,84kg,24,NCAA,86,6.56,0.447,2.9,0.318,1.31,0.744,4.79,1.18,0.73,1.17,2.49,1.6,7.76,0.54,0.517,5.49,18.52,12.08,18.16,1.95,5.6,150.91,-3.62,101.7,95.3,61
PG,183cm,82kg,23,NCAA,61,9.63,0.384,7.78,0.384,1.55,0.824,2.17,1.05,0.83,0.04,1.1,0.91,11.67,0.563,0.54,2.16,7.5,4.84,8.1,1.93,0.14,159.27,-0.84,115.3,106.2,61
SF,206cm,92kg,23,NCAA,76,5.72,0.452,1.17,0.279,2.42,0.698,6.37,0.41,0.36,0.88,1.88,0.99,7.2,0.524,0.481,10.13,17.85,14.16,12.6,0.89,3.54,142.92,-3.03,111.5,97.7,61
G,170cm,65kg,20,GLEAGUE,1,1.68,0.429,0.88,0.455,0.24,0.667,0.4,0.96,0.16,0,0.8,0.44,2,0.56,0.548,1.58,3.49,2.57,19.77,0.92,0,154.98,2.38,108.5,115.8,61
F,198cm,91kg,21,NCAA,96,8.66,0.513,1.81,0.289,4.15,0.649,4.88,2.82,1.14,2.06,3.15,1.85,12.1,0.569,0.543,7.14,16.65,11.95,14.8,2.58,8.39,145.05,0.13,112.1,95.3,61
C,216cm,111kg,24,NCAA,37,1.64,0.611,0.01,0,0.45,0.5,2.49,0.43,0.19,0.88,1.91,0.42,2.22,0.602,0.611,8.52,14.23,11.46,18.53,0.92,7.13,111.14,-1.11,116.6,101.7,61
