me,iteration,criterion,splitter,max depth,min_samp_split,min_samp_leaf,min_weight_frac_leaf,min_impurity_dec
14.0158417732381,0,poisson,best,24,6,4,0.01,0
14.0160067873303,1,absolute_error,best,48,2,1,0.01,0.01
14.0165899827297,2,squared_error,best,32,4,4,0.01,0.001
14.017016076244,2,friedman_mse,best,16,6,4,0.01,0.001
14.017036199095,0,absolute_error,best,8,4,4,0.01,0
14.0172563174587,2,friedman_mse,best,8,4,1,0.01,0.01
14.017283002689,2,friedman_mse,best,8,2,1,0.01,0
14.0176567147176,0,poisson,best,24,2,1,0.01,0.01
14.0181107006321,2,friedman_mse,best,8,6,1,0.01,0.01
14.0182174849591,0,friedman_mse,best,8,2,1,0.001,0
14.0183686854828,2,friedman_mse,best,8,6,4,0.01,0
14.0184389140272,0,absolute_error,best,32,6,2,0.01,0.001
14.0185672501158,2,friedman_mse,best,8,2,2,0.01,0.01
14.0185983823414,2,poisson,best,24,2,4,0.01,0.01
14.0186278392924,2,squared_error,best,16,6,4,0.01,0.01
14.0186940551279,2,squared_error,best,24,6,1,0.01,0.001
14.0188572550492,2,poisson,best,48,2,1,0.01,0.01
14.0189112148424,0,poisson,best,16,4,2,0.01,0.01
14.0190160706101,0,poisson,best,24,4,2,0.01,0.01
14.0193647080044,2,squared_error,best,24,6,1,0.01,0.01
14.0195667533196,2,squared_error,best,24,2,1,0.01,0.01
14.0197590610119,2,squared_error,best,16,6,2,0.01,0.01
14.0202966192304,2,friedman_mse,best,32,2,1,0.01,0.01
14.020350678733,0,absolute_error,best,8,4,4,0.01,0.01
14.0205211880278,1,poisson,best,16,6,4,0.01,0.01
14.0207977136573,2,poisson,best,16,4,1,0.01,0.01
14.0213658930938,2,squared_error,best,32,6,1,0.01,0.001
14.0217299267607,2,poisson,best,24,4,4,0.01,0.01
14.0220462421565,2,squared_error,best,24,4,4,0.01,0.001
14.0224534819755,2,squared_error,best,16,6,4,0.01,0.001
14.0226018099548,0,absolute_error,best,24,4,4,0.01,0
14.0227317206377,2,squared_error,best,8,4,1,0.01,0.01
14.0230395625616,2,friedman_mse,best,16,2,4,0.01,0.01
14.0232309444095,0,poisson,best,24,2,2,0.01,0.01
14.0232868153089,2,friedman_mse,best,24,2,1,0.01,0
14.0233557659661,2,squared_error,best,24,6,4,0.01,0.01
14.0233735423074,2,friedman_mse,best,32,2,2,0.01,0
14.0237355332576,2,squared_error,best,32,6,1,0.01,0
14.024549216867,2,squared_error,best,8,4,2,0.01,0
14.0249556366836,2,squared_error,best,48,6,4,0.01,0
14.0250175845396,2,squared_error,best,48,4,1,0.01,0
14.0255377747593,1,poisson,best,16,2,1,0.01,0.001
14.0257641908745,2,squared_error,best,48,6,2,0.01,0.001
14.0259468023806,2,friedman_mse,best,32,6,4,0.01,0.001
14.0264693190796,2,friedman_mse,best,32,2,4,0.01,0.01
14.0268569091747,2,friedman_mse,best,8,4,1,0.01,0
14.0271216983745,2,squared_error,best,24,4,1,0.01,0.01
14.0273949660311,0,friedman_mse,best,8,2,1,0.001,0.001
14.0274548820916,2,friedman_mse,best,8,6,2,0.01,0.01
14.0275041176144,2,squared_error,best,16,2,1,0.01,0.001
14.0275776582853,2,poisson,best,32,4,2,0.01,0.001
14.0278515642854,2,friedman_mse,best,24,6,1,0.01,0
14.0281354470693,2,squared_error,best,48,4,4,0.01,0.01
14.0283211715565,0,poisson,best,16,6,2,0.01,0.01
14.0284241779462,2,friedman_mse,best,16,4,4,0.01,0.001
14.0288411139514,2,squared_error,best,32,2,4,0.01,0
14.0290032971679,2,squared_error,best,16,2,4,0.01,0.01
14.0294729820833,2,friedman_mse,best,48,6,2,0.01,0.01
14.0295597090818,2,squared_error,best,16,6,2,0.01,0
14.0306826347311,2,friedman_mse,best,8,6,2,0.01,0
14.0308560036678,0,poisson,best,24,4,1,0.01,0.001
14.0308622300902,2,friedman_mse,best,24,6,1,0.01,0.01
14.0309728506787,2,absolute_error,best,8,6,2,0.01,0.01
14.0314278409499,2,friedman_mse,best,24,4,2,0.01,0
14.031491943514,2,friedman_mse,best,48,6,1,0.01,0.001
14.0316109911331,2,friedman_mse,best,32,4,4,0.01,0
14.031742081448,0,absolute_error,best,8,4,1,0.01,0.01
14.0324095022624,0,absolute_error,best,32,4,1,0.01,0.01
14.0335432255653,2,friedman_mse,best,24,2,1,0.01,0.01
14.034094863528,2,friedman_mse,best,8,6,1,0.01,0.001
14.0342871712203,2,friedman_mse,best,8,4,4,0.01,0.001
14.0347000464296,2,squared_error,best,8,4,4,0.01,0
14.0348529411765,2,absolute_error,best,8,2,1,0.01,0.01
14.0352317206377,2,squared_error,best,8,6,4,0.01,0.01
14.0353930424151,2,squared_error,best,16,4,1,0.01,0
14.0364892828342,2,squared_error,best,8,4,2,0.01,0.01
14.0371744472847,2,friedman_mse,best,32,2,1,0.01,0.001
14.0373981900452,2,absolute_error,best,8,4,1,0.01,0.01
